# Migration content manifest — generated by scripts/ci/migration_manifest.sh --write.
# name<TAB>sha256(canonical content, CRLF->LF)<TAB>APPLIED_PRODUCTION|LAB
20260907120000_baseline_production_pre_x4r.sql	3ee4004fb73644c71657a460ac9aba2e63e92424a43d5ad01823c999ee3e9369	APPLIED_PRODUCTION
20260907120001_x4b_search_path_and_role_protection.sql	53e362461c15ee4c89f8074e361dac0ab7e0d3ca2e443beb886bc6a8e7589d15	APPLIED_PRODUCTION
20260910190000_commercial_ai_quota.sql	250501a9aa48a14598fba0a17561414952e477b1408f028ebffb93bb086cff3c	APPLIED_PRODUCTION
20260911010000_stripe_billing.sql	b5fe3214ea3fb5e36923f7df6ac82937a364443f3340fdb2db208d63059af772	APPLIED_PRODUCTION
20260911020000_stripe_billing_atomic_apply.sql	4b1c5694730dbbfc42a4ab44559ada5f0dc9f15db170a4496ddd9e18eed1227f	APPLIED_PRODUCTION
20260911030000_stripe_billing_event_ordering.sql	c39509e5dd988e7cfcf25bc4b7c6b0572cb6c92057086d58fa2508e74b8bde84	APPLIED_PRODUCTION
20260913200000_diagnostic_logger.sql	732cd1c7d637c39354795284f9a8516897406e4d1ffc7c4fbb543bd5a22350c1	APPLIED_PRODUCTION
20260914000000_diagnostic_logger_anon_revoke_hardening.sql	f21f9643b47eed1740bf09994faf985bdcfe2a5200d071cf6ecec9cbaeef8ee4	APPLIED_PRODUCTION
20260915000000_diagnostic_one_active_session.sql	7d4723d725808431c8ed77337f0cdc862570f3fac1ca9acbe0d7b8271882317e	APPLIED_PRODUCTION
20260916000000_market_intelligence_current_state.sql	2c5857abfbddc574269715210fd395bddf7f44cb7fb38994bacbb473b7799173	APPLIED_PRODUCTION
20260917000000_project_resource_allocations.sql	f4d29bd024cd26ffc47846ad79c0ebfdf8f86122f64bb7640bbf996d6612ec18	APPLIED_PRODUCTION
20260917000001_project_resource_allocations_search_path_hardening.sql	0d4b404ca82119459dde405afcb8222b52cca0e71de5133d97bb72ce27cf9d45	APPLIED_PRODUCTION
20260918000000_ai_quota_idempotency.sql	b79eaa797d923dfe38775e053d1f69e14535ba37dee1e7d681364a1d09da449a	APPLIED_PRODUCTION
20260919000000_project_ownership_boundary_closure.sql	5934dc690c9c743a8bece54529f72be2ad37fa4842cfc65c3f4b4cf9b9fb5e57	APPLIED_PRODUCTION
20260920000000_diagnostic_events_build_sha.sql	b8e7ebf2fab2961fd8ccc282418f134d820a8794995c7e52973f6fff512c8e6d	APPLIED_PRODUCTION
20260920000001_opportunity_knowledge_links.sql	c6a8bee64ce1e32be14bb59ed101800f94086c6548b7f8230d316a8c838b4968	APPLIED_PRODUCTION
20260923000000_entitlement_subject_roles.sql	681ee5dbd064b2f9c1c5c8ac2ea117b8ba9e9417443f4eb2ec559368107ade87	LAB
20260924000000_ive_memory_governance.sql	1fd744e3d50f12d8e91c82f74b5f15751d410887d6df2165a1338140dfa0ac86	LAB
20260925000000_aef_persistence.sql	e5267c1894fd3578c48910928c28ee17e567c13e84f7e932252c0f39b98a7ef3	LAB
20260926000000_aef_hardening.sql	22577598fa962f50383b6f7aed5ad2201f2bc5bd46cfe6817667e386b45ff76d	LAB
20260927000000_aef_sequence_privileges.sql	362302fc1cc5dfe6e3fcc7d82d7af7d25e90e1efc719cb173f1925fefe1bd7f6	LAB
